Text,Timestamp
"Störningar i tågtrafikenSenast ändrad idag kl 10:04HÄSSLEHOLM - VÄXJÖ/KALMARDet är stopp i tågtrafiken mellan Älmhult och Växjö/Kalmar för Öresundståg samt Krösatåg. Prognos för när vi kan köra igen är klockan 11:00 den 20/6.Orsaken är ett underhållsarbete som inte blev färdigt i tid.För information om specifika avgångar,sök din resa.Öresundståg kommer trafikera till Älmhult. Öresundståg inställda Kalmar - Älmhult - Kalmar.Krösatåg trafikerar mellan Kalmar - Emmaboda - Kalmar. Krösatåg inställda Växjö - Hässleholm - Växjö.ALTERNATIVA RESVÄGARBiljettsamverkan gäller på sträckan Hässleholm och Alvesta: Det innebär att resenärer för Öresundståg/Krösatåg kan åka med Sj snabbtåg mellan Hässleholm - Alvesta och omvänt i mån av plats. Tänk på att Sj snabbtåg ej stannar på några mellanstationer mellan Alvesta och Hässleholm.Ersättningsbussar beställs för inställda avgångar för Öresundståg och Krösatåg på nedanstående sträckor. Mycket svårt att få fram ersättningsbussar i den omfattning som krävs. För information om specifika avgångar och vilka avgångar som har buss bekräftad,sök din resa.Hässleholm – Alvesta - Kalmar för Öresundståg och Krösatåg.Öresundståg mellan Hässleholm - Älmhult - Hässleholm kommer stanna extra i Ballingslöv samt Hästveda.Resande till Kalmar har möjligheten att resa med Öresundståg till Karlskrona, sedan med Krösatåg från Karlskrona till Emmaboda/Kalmar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-20 08:09:44.002417
"Störningar i tågtrafikenSenast ändrad idag kl 10:49HÄSSLEHOLM - VÄXJÖ/KALMARVi kör igen efter stopp i tågtrafiken mellan Älmhult och Växjö/Kalmar. Räkna med förseningar och inställda tåg ett tag framöver.Orsaken var ett underhållsarbete som inte blev färdigt i tid.För information om specifika avgångar,sök din resa.FÖRSTA TÅG ATT KÖRAÖresundstågFrån Kalmar: Tåg 1081 mot Malmö med ordinarie avgångstid klockan 11:00.Från Älmhult: Tåg 1040 mot Kalmar med ordinarie avgångstid klockan 11:03.KrösatågFrån Växjö: Tåg 17514 mot HÄssleholm med ordinarie avgångstid klockan 10:50.Från Hässleholm: Tåg 17558 mot Växjö med ordinarie avgångstid klockan 12:18.ALTERNATIVA RESVÄGARBiljettsamverkan gäller på sträckan Hässleholm och Alvesta: Det innebär att resenärer för Öresundståg/Krösatåg kan åka med Sj snabbtåg mellan Hässleholm - Alvesta och omvänt i mån av plats. Tänk på att Sj snabbtåg ej stannar på några mellanstationer mellan Alvesta och Hässleholm.Ersättningsbussar beställs för inställda avgångar för Öresundståg och Krösatåg på nedanstående sträckor. Mycket svårt att få fram ersättningsbussar i den omfattning som krävs. För information om specifika avgångar och vilka avgångar som har buss bekräftad,sök din resa.Hässleholm – Alvesta - Kalmar för Öresundståg och Krösatåg.Öresundståg mellan Hässleholm - Älmhult - Hässleholm kommer stanna extra i Ballingslöv samt Hästveda.Resande till Kalmar har möjligheten att resa med Öresundståg till Karlskrona, sedan med Krösatåg från Karlskrona till Emmaboda/Kalmar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-20 09:07:25.510813
"Störningar i tågtrafikenSenast ändrad idag kl 10:49HÄSSLEHOLM - VÄXJÖ/KALMARVi kör igen efter stopp i tågtrafiken mellan Älmhult och Växjö/Kalmar. Räkna med förseningar och inställda tåg ett tag framöver.Orsaken var ett underhållsarbete som inte blev färdigt i tid.För information om specifika avgångar,sök din resa.FÖRSTA TÅG ATT KÖRAÖresundstågFrån Kalmar: Tåg 1081 mot Malmö med ordinarie avgångstid klockan 11:00.Från Älmhult: Tåg 1040 mot Kalmar med ordinarie avgångstid klockan 11:03.KrösatågFrån Växjö: Tåg 17514 mot HÄssleholm med ordinarie avgångstid klockan 10:50.Från Hässleholm: Tåg 17558 mot Växjö med ordinarie avgångstid klockan 12:18.ALTERNATIVA RESVÄGARBiljettsamverkan gäller på sträckan Hässleholm och Alvesta: Det innebär att resenärer för Öresundståg/Krösatåg kan åka med Sj snabbtåg mellan Hässleholm - Alvesta och omvänt i mån av plats. Tänk på att Sj snabbtåg ej stannar på några mellanstationer mellan Alvesta och Hässleholm.Ersättningsbussar beställs för inställda avgångar för Öresundståg och Krösatåg på nedanstående sträckor. Mycket svårt att få fram ersättningsbussar i den omfattning som krävs. För information om specifika avgångar och vilka avgångar som har buss bekräftad,sök din resa.Hässleholm – Alvesta - Kalmar för Öresundståg och Krösatåg.Öresundståg mellan Hässleholm - Älmhult - Hässleholm kommer stanna extra i Ballingslöv samt Hästveda.Resande till Kalmar har möjligheten att resa med Öresundståg till Karlskrona, sedan med Krösatåg från Karlskrona till Emmaboda/Kalmar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-20 10:07:32.237467
No warning,2023-06-20 11:06:07.237068
No warning,2023-06-20 12:13:59.397734
No warning,2023-06-20 13:10:50.217552
"Störningar i tågtrafikenSenast ändrad idag kl 16:03YSTAD - TOMELILLA - SIMRISHAMNDet är stopp i tågtrafiken mellan Svedala och Skurup. Inga tåg kan i nuläget köra på sträckan. Tekniker beräknas att vara på plats från klockan 16:00. Just nu har vi ingen prognos på när vi kan köra igen.Orsaken är ett befarat spårfel.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Svedala - Skurup (direkt).För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-20 14:06:35.209411
"Störningar i tågtrafikenSenast ändrad idag kl 16:53YSTAD - TOMELILLA - SIMRISHAMNDet är stopp i tågtrafiken mellan Svedala och Skurup. Inga tåg kan i nuläget köra på sträckan. Tekniker beräknas att vara på plats från klockan 16:00. Just nu har vi ingen prognos på när vi kan köra igen.Orsaken är ett befarat spårfel.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Svedala - Skurup (direkt).För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-20 15:07:19.244180
"Störningar i tågtrafikenSenast ändrad idag kl 17:35YSTAD - TOMELILLA - SIMRISHAMNVi kör igen efter stopp i tågtrafiken mellan Svedala och Skurup. Räkna med förseningar och inställda tåg ett tag framöver.Orsaken var ett befarat spårfel.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar fortsätter att ersätta tåg ett tag framöver och kör i pendeltrafik på nedanstående sträckor.Svedala - Skurup (direkt).För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-20 16:08:55.972276
No warning,2023-06-20 17:06:35.893069
No warning,2023-06-20 18:07:52.309955
No warning,2023-06-20 19:06:19.079673
No warning,2023-06-20 20:07:52.372569
No warning,2023-06-20 21:06:12.764196
No warning,2023-06-20 22:06:41.603643
No warning,2023-06-20 23:06:53.291972
No warning,2023-06-21 00:42:46.152994
No warning,2023-06-21 02:05:30.988896
No warning,2023-06-21 03:07:47.328777
No warning,2023-06-21 04:08:47.854732
No warning,2023-06-21 05:07:48.523441
No warning,2023-06-21 06:09:48.458231
No warning,2023-06-21 07:07:02.510952
No warning,2023-06-21 08:09:47.571029
No warning,2023-06-21 09:07:42.047576
No warning,2023-06-21 10:07:42.388079
No warning,2023-06-21 11:06:08.397416
No warning,2023-06-21 12:14:09.691646
"Störningar i tågtrafikenSenast ändrad idag kl 15:07HÄSSLEHOLM - TYRINGE - HELSINGBORGDet är stopp i tågtrafiken mellan Tyringe och Hässleholm. Inga tåg kan i nuläget köra på sträckan. Ingen prognos.Orsaken är brand i spårområdet.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter i pendeltrafik på nedanstående sträcka:Tyringe - Hässleholm och omvänt (direkt).För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-21 13:10:47.668085
No warning,2023-06-21 14:06:51.206944
No warning,2023-06-21 15:07:27.131465
No warning,2023-06-21 16:09:04.706798
No warning,2023-06-21 17:05:58.174341
"Störningar i tågtrafikenSenast ändrad idag kl 20:04HELSINGBORG - TYRINGE - HÄSSLEHOLMDet är stopp i tågtrafiken mellan Tyringe och Perstorp. Inga tåg kan i nuläget köra på sträckan. Vi återkommer när mer information finns tillgänglig.Orsaken ett fordon med fordonsfel som blockerar spåren.För information om specifika avgångar,sök din resa.Visa merVisa mindre",2023-06-21 18:08:56.528618
Störningar i tågtrafikenSenast ändrad idag kl 20:41HELSINGBORG - TYRINGE - HÄSSLEHOLMDet är stopp i tågtrafiken mellan Tyringe och Perstorp. Inga tåg kan i nuläget köra på sträckan.Orsaken ett fordon med fordonsfel som blockerar spåren.ALTERNATIVA RESVÄGARBussar ersätter inställda avgångar. För mer information om din ersättningsbusssök din resa.Visa merVisa mindre,2023-06-21 19:05:57.933388
No warning,2023-06-21 20:07:38.127294
No warning,2023-06-21 21:07:20.773505
No warning,2023-06-21 22:06:46.061890
No warning,2023-06-21 23:07:27.112146
No warning,2023-06-22 00:43:11.232798
No warning,2023-06-22 02:10:47.992863
No warning,2023-06-22 03:07:51.566209
No warning,2023-06-22 04:08:25.553897
No warning,2023-06-22 05:07:16.704645
No warning,2023-06-22 06:09:39.378592
No warning,2023-06-22 07:06:56.491806
No warning,2023-06-22 08:09:09.694559
No warning,2023-06-22 09:07:33.853347
No warning,2023-06-22 10:07:33.462183
No warning,2023-06-22 11:06:18.873565
"Störningar i tågtrafikenSenast ändrad idag kl 13:51KRISTIANSTAD - KARLSKRONADet är stopp i tågtrafiken mellan Kristianstad och Fjälkinge. Inga tåg kan i nuläget köra på sträckan. Vi återkommer när mer information finns tillgänglig.Orsaken är ett fordon med fordonsfel som blockerar spåren.För information om specifika avgångar,sök din resa.Visa merVisa mindre",2023-06-22 12:13:35.885314
"Störningar i tågtrafikenSenast ändrad idag kl 14:25KRISTIANSTAD - KARLSKRONAVi kör igen efter stopp i tågtrafiken mellan Kristianstad C och Fjälkinge. Räkna med förseningar och inställda tåg ett tag framöver.Orsaken var ett fordon med fordonsfel som blockerade spåren.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARSök dinspecifika avgång för information om ersättningsbussar.Visa merVisa mindre",2023-06-22 13:09:50.677778
No warning,2023-06-22 14:06:50.516101
No warning,2023-06-22 15:07:07.664845
No warning,2023-06-22 16:09:03.673911
No warning,2023-06-22 17:06:16.351333
No warning,2023-06-22 18:08:48.420482
No warning,2023-06-22 19:06:51.134880
No warning,2023-06-22 20:08:43.079834
No warning,2023-06-22 21:07:25.854349
No warning,2023-06-22 22:07:38.140403
"Störningar i tågtrafikenSenast ändrad den 2023-06-23 klockan 00:53HÄSSLEHOLMVi kör igen efter stopp i tågtrafiken genom Hässleholm. Räkna med förseningar och inställda tåg ett tag framöver.Orsaken var obehöriga på spåret.För information om specifika avgångar,sök din resa.Visa merVisa mindre",2023-06-22 23:08:45.953219
No warning,2023-06-23 00:47:11.691140
No warning,2023-06-23 02:23:52.631269
No warning,2023-06-23 03:23:56.975919
No warning,2023-06-23 04:10:01.722472
No warning,2023-06-23 05:08:20.609487
No warning,2023-06-23 06:11:44.090493
No warning,2023-06-23 07:08:21.542581
No warning,2023-06-23 08:10:37.459537
No warning,2023-06-23 09:08:34.181733
No warning,2023-06-23 10:08:52.773106
No warning,2023-06-23 11:07:02.430771
No warning,2023-06-23 12:14:49.214595
No warning,2023-06-23 13:17:20.887466
"Störningar i tågtrafikenSenast ändrad idag kl 15:26KÄVLINGE – MALMÖDet är stopp i tågtrafiken mellan Teckomatorp och Kävlinge. Inga tåg kan i nuläget köra på sträckan. Vi återkommer när mer information finns tillgänglig.Orsaken är ett tåg med fordonsfel som blockerar på sträckan.För information om specifika avgångar,sök din resa.Visa merVisa mindre",2023-06-23 14:07:47.709123
"Störningar i tågtrafikenSenast ändrad idag kl 15:26KÄVLINGE – MALMÖDet är stopp i tågtrafiken mellan Teckomatorp och Kävlinge. Inga tåg kan i nuläget köra på sträckan. Vi återkommer när mer information finns tillgänglig.Orsaken är ett tåg med fordonsfel som blockerar på sträckan.För information om specifika avgångar,sök din resa.Visa merVisa mindre",2023-06-23 15:08:26.172870
No warning,2023-06-23 16:10:12.835829
No warning,2023-06-23 17:07:42.344190
No warning,2023-06-23 18:10:16.638997
No warning,2023-06-23 19:06:37.641286
No warning,2023-06-23 20:08:24.692609
No warning,2023-06-23 21:07:10.812473
No warning,2023-06-23 22:07:42.908886
No warning,2023-06-23 23:07:52.957083
No warning,2023-06-24 00:47:03.227604
No warning,2023-06-24 02:21:45.594440
No warning,2023-06-24 03:21:05.452942
No warning,2023-06-24 04:09:51.978366
No warning,2023-06-24 05:07:26.167749
No warning,2023-06-24 06:09:51.032898
No warning,2023-06-24 07:07:24.829448
"Störningar i tågtrafikenSenast ändrad idag kl 09:51HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Bjuv och Åstorp. Inga tåg kan i nuläget köra på sträckan. Vi återkommer när mer information finns tillgänglig.Orsaken är ett elfel.ALTERNATIVA RESVÄGARBussar är beställda att ersätta inställda avgångar på berörd sträcka.För information om specifika avgångar,sök din resa.Visa merVisa mindre",2023-06-24 08:09:50.957600
"Störningar i tågtrafikenSenast ändrad idag kl 10:16HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Bjuv och Åstorp. Inga tåg kan i nuläget köra på sträckan. Vi återkommer när mer information finns tillgänglig.Orsaken är ett elfel.ALTERNATIVA RESVÄGARBussar är beställda att ersätta inställda avgångar på nedanstående sträckor.Åstorp - Helsingborg (via mellanstationer)Helsingborg - Åstorp (via mellanstationer)För information om specifika avgångar,sök din resa.Visa merVisa mindre",2023-06-24 09:07:31.515845
"Störningar i tågtrafikenSenast ändrad idag kl 12:06HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken genom Bjuv. Tågen kör på annan bana direkt mellan Åstorp och Helsingborg och stannar inte i Bjuv, Mörarp, Påarp och Ramlösa.Tekniker är på plats sedan klockan 11:19. Just nu har vi ingen prognos på när vi kan köra igen.Orsaken är ett signalfel.ALTERNATIVA RESVÄGARBussar ersätter inställda avgångar på nedanstående sträckor.Åstorp - Helsingborg (via mellanstationer)Helsingborg - Åstorp (via mellanstationer)För information om specifika avgångar,sök din resa.SWISH-BETALNINGJust nu pågår en driftstörning hos BankId som kan påverka Swish-betalningar. Vi hänvisar till övriga biljettsystem.Felsökning pågår.Visa merVisa mindre",2023-06-24 10:08:03.577286
"Störningar i tågtrafikenSenast ändrad idag kl 12:47HELSINGBORG – HÄSSLEHOLMVi kör igen efter stopp i tågtrafiken genom Bjuv. Räkna med förseningar och inställda tåg ett tag framöver.Orsaken var ett signalfel.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tidigare inställda avgångar på nedanstående sträckor.Åstorp - Helsingborg (via mellanstationer)Helsingborg - Åstorp (via mellanstationer)För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Res också med ordinarie busstrafikLinje 250: Bjuv station - Helsingborg CVisa merVisa mindre",2023-06-24 11:06:25.802150
"Störningar i tågtrafikenSenast ändrad idag kl 13:58MALMÖ - LUNDVi kör igen efter stopp i tågtrafiken mellan Malmö och Lund. Räkna med förseningar och inställda avgångar ett tag framöver.Orsaken var ett tåg med fordonsfel som blockerade spår.För information om specifika avgångar,sök din resa.Visa merVisa mindre",2023-06-24 12:13:43.872285
No warning,2023-06-24 13:14:20.950029
No warning,2023-06-24 14:06:35.540318
No warning,2023-06-24 15:07:29.071870
No warning,2023-06-24 16:09:18.141228
No warning,2023-06-24 17:06:39.484092
"Vi kör återSenast ändrad idag kl 20:05BJUVVi kör åter genom Bjuv. Följdförseningar och delinställda tåg kan förekomma en tid framöver.Orsaken var ett signalfel.För information om specifika avgångar,sök din resa.FÖRSTA TÅG1834 kör som normalt på sträckan.Visa merVisa mindre",2023-06-24 18:09:40.013414
No warning,2023-06-24 19:06:21.334480
No warning,2023-06-24 20:08:43.604661
No warning,2023-06-24 21:07:05.676101
No warning,2023-06-24 22:07:14.933415
No warning,2023-06-24 23:07:40.393931
No warning,2023-06-25 00:52:45.320438
No warning,2023-06-25 02:42:07.950739
No warning,2023-06-25 03:29:48.077795
No warning,2023-06-25 04:09:52.026146
No warning,2023-06-25 05:08:01.115699
No warning,2023-06-25 06:10:28.540577
No warning,2023-06-25 07:07:24.928438
No warning,2023-06-25 08:09:49.714719
No warning,2023-06-25 09:07:45.733757
No warning,2023-06-25 10:08:10.312879
No warning,2023-06-25 11:06:25.359082
No warning,2023-06-25 12:14:05.397637
No warning,2023-06-25 13:15:16.241272
No warning,2023-06-25 14:07:16.116458
No warning,2023-06-25 15:07:28.408335
No warning,2023-06-25 16:09:31.122047
No warning,2023-06-25 17:06:52.611594
No warning,2023-06-25 18:09:36.101907
No warning,2023-06-25 19:06:30.922327
No warning,2023-06-25 20:08:32.917074
No warning,2023-06-25 21:07:02.050537
No warning,2023-06-25 22:07:31.448350
No warning,2023-06-25 23:07:54.343054
No warning,2023-06-26 00:52:56.645149
No warning,2023-06-26 02:28:52.053815
No warning,2023-06-26 03:26:29.415244
No warning,2023-06-26 04:10:27.248674
No warning,2023-06-26 05:08:26.731700
No warning,2023-06-26 06:12:25.158749
No warning,2023-06-26 07:13:38.108958
No warning,2023-06-26 08:14:57.882525
No warning,2023-06-26 09:09:16.306099
No warning,2023-06-26 10:09:09.529083
No warning,2023-06-26 11:07:08.788367
No warning,2023-06-26 12:15:24.714945
No warning,2023-06-26 13:18:02.147560
No warning,2023-06-26 14:07:48.434325
No warning,2023-06-26 15:08:30.007452
No warning,2023-06-26 16:09:58.388843
No warning,2023-06-26 17:07:29.413794
No warning,2023-06-26 18:10:24.418841
No warning,2023-06-26 19:06:19.242645
No warning,2023-06-26 20:08:42.248930
No warning,2023-06-26 21:07:18.036994
No warning,2023-06-26 22:07:19.957845
No warning,2023-06-26 23:08:21.815627
No warning,2023-06-27 00:47:50.136606
No warning,2023-06-27 02:25:44.940433
No warning,2023-06-27 03:22:07.287018
"Störningar i tågtrafikenSenast ändrad idag kl 06:02HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Vi återkommer när mer information finns tillgänglig.Orsaken är ett signalfel.För information om specifika avgångar,sök din resa.Visa merVisa mindre",2023-06-27 04:09:51.385044
"Störningar i tågtrafikenSenast ändrad idag kl 06:56HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Just nu har vi ingen prognos på när vi kan köra igen.Orsaken är ett signalfel.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARDet är svårt att få fram bussar i nuläget. Vi återkommer med mer information om eventuell ersättningstrafik.Visa merVisa mindre",2023-06-27 05:08:14.621210
"Störningar i tågtrafikenSenast ändrad idag kl 07:53HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Just nu har vi ingen prognos på när vi kan köra igen.Orsaken är ett signalfel.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARDet är svårt att få fram bussar i nuläget. Vi återkommer med mer information om eventuell ersättningstrafik när denna finns tillgänglig.På sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.Visa merVisa mindre",2023-06-27 06:11:05.644246
"Störningar i tågtrafikenSenast ändrad idag kl 08:45HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är cirka klockan 14:00.Orsaken är ett signalfel.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 07:08:06.589425
"Störningar i tågtrafikenSenast ändrad idag kl 08:45HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är cirka klockan 14:00.Orsaken är ett signalfel.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 08:11:09.451391
"Störningar i tågtrafikenSenast ändrad idag kl 10:52HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är imorgon 28 juni klockan 10:00.Orsaken är ett omfattande signalfel till följd av åskoväder.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 09:08:25.341044
"Störningar i tågtrafikenSenast ändrad idag kl 10:52HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är imorgon 28 juni klockan 10:00.Orsaken är ett omfattande signalfel till följd av åskoväder.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 10:09:08.844500
"Störningar i tågtrafikenSenast ändrad idag kl 10:52HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är imorgon 28 juni klockan 10:00.Orsaken är ett omfattande signalfel till följd av åskoväder.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 11:06:46.699328
"Störningar i tågtrafikenSenast ändrad idag kl 10:52HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är imorgon 28 juni klockan 10:00.Orsaken är ett omfattande signalfel till följd av åskoväder.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 12:15:50.739661
"Störningar i tågtrafikenSenast ändrad idag kl 10:52HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är imorgon 28 juni klockan 10:00.Orsaken är ett omfattande signalfel till följd av åskoväder.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 13:17:48.320746
"Störningar i tågtrafikenSenast ändrad idag kl 10:52HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är imorgon 28 juni klockan 10:00.Orsaken är ett omfattande signalfel till följd av åskoväder.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 14:07:28.419768
"Störningar i tågtrafikenSenast ändrad idag kl 10:52HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är imorgon 28 juni klockan 10:00.Orsaken är ett omfattande signalfel till följd av åskoväder.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 15:08:30.256928
"Störningar i tågtrafikenSenast ändrad idag kl 10:52HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är imorgon 28 juni klockan 10:00.Orsaken är ett omfattande signalfel till följd av åskoväder.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 16:10:25.281723
"Störningar i tågtrafikenSenast ändrad idag kl 10:52HELSINGBORG – HÄSSLEHOLMDet är stopp i tågtrafiken mellan Hässleholm - Tyringe. Inga tåg kan i nuläget köra på sträckan. Tekniker är på plats sedan klockan 06:20. Prognos för när vi kan köra igen är imorgon 28 juni klockan 10:00.Orsaken är ett omfattande signalfel till följd av åskoväder.För information om specifika avgångar,sök din resa.ALTERNATIVA RESVÄGARBussar ersätter tåg och kör i pendeltrafik på nedanstående sträckor.Tyringe – HässleholmPå sträckan Hässleholm-Kristianstad hänvisas resenärer till övriga tågavgångar.För ersättningsbussarnas hållplatslägen, seStations- och hållplatskartor.Visa merVisa mindre",2023-06-27 17:07:18.519880
